date,open,high,low,close
1641430800,31235.84,31236.78,31234.91,31296.34
1641434400,31301.78,31302.50,31301.05,31356.14
1641438000,31367.41,31369.27,31365.55,31480.16
1641441600,31486.19,31486.81,31485.57,31546.53
1641445200,31561.06,31563.43,31558.70,31706.44
1641448800,31717.67,31719.53,31715.81,31830.01
1641452400,31821.85,31823.08,31820.63,31740.35
1641456000,31743.84,31744.37,31743.32,31778.73
1641459600,31794.45,31797.41,31791.48,31951.72
1641463200,31946.94,31947.81,31946.06,31899.15
1641466800,31914.46,31916.06,31912.86,32067.61
1641470400,32078.40,32080.06,32076.74,32186.37
1641474000,32190.59,32191.30,32189.88,32232.77
1641477600,32227.90,32228.40,32227.41,32179.24
1641481200,32173.16,32174.27,32172.06,32112.38
1641484800,32117.44,32117.95,32116.92,32168.03
1641488400,32168.33,32168.38,32168.27,32171.26
1641492000,32168.11,32168.61,32167.62,32136.63
1641495600,32130.41,32131.13,32129.70,32068.30
1641499200,32083.70,32086.65,32080.75,32237.74
1641502800,32252.54,32254.49,32250.60,32400.61
1641506400,32401.67,32401.83,32401.52,32412.35
1641510000,32426.47,32428.29,32424.66,32567.77
1641513600,32555.60,32557.62,32553.58,32433.86
1641517200,32426.20,32427.46,32424.93,32349.53
1641520800,32356.53,32357.74,32355.31,32426.51
1641524400,32427.04,32427.10,32426.97,32432.31
1641528000,32448.51,32450.93,32446.10,32610.62
1641531600,32603.92,32604.90,32602.93,32536.91
1641535200,32544.52,32545.81,32543.23,32620.64
1641538800,32621.93,32622.18,32621.68,32634.80
1641542400,32639.04,32639.73,32638.36,32681.52
1641546000,32682.32,32682.46,32682.19,32690.38
1641549600,32687.28,32687.60,32686.96,32656.26
1641553200,32668.30,32669.97,32666.64,32788.83
1641556800,32775.41,32777.13,32773.69,32641.22
1641560400,32638.44,32638.91,32637.96,32610.58
1641564000,32600.54,32602.38,32598.69,32500.13
1641567600,32494.12,32495.22,32493.01,32434.03
1641571200,32443.44,32445.05,32441.82,32537.56
1641574800,32526.97,32528.48,32525.46,32421.04
1641578400,32410.68,32412.20,32409.16,32307.06
1641582000,32309.77,32310.30,32309.25,32336.92
1641585600,32325.35,32327.55,32323.15,32209.68
1641589200,32222.56,32223.99,32221.12,32351.38
1641592800,32349.26,32349.53,32348.98,32328.04
1641596400,32331.34,32331.71,32330.97,32364.35
1641600000,32367.83,32368.28,32367.37,32402.59
1641603600,32389.13,32390.81,32387.46,32254.65
1641607200,32262.01,32262.99,32261.04,32335.65
1641610800,32326.43,32328.12,32324.74,32234.25
1641614400,32221.74,32223.50,32219.97,32096.61
1641618000,32096.86,32096.89,32096.84,32099.35
1641621600,32104.18,32104.99,32103.38,32152.48
1641625200,32144.81,32146.09,32143.53,32068.13
1641628800,32079.01,32080.24,32077.77,32187.79
1641632400,32187.57,32187.60,32187.54,32185.44
1641636000,32172.08,32174.71,32169.45,32038.55
1641639600,32023.29,32025.20,32021.39,31870.78
1641643200,31867.58,31867.96,31867.21,31835.67
1641646800,31837.24,31837.46,31837.02,31852.91
1641650400,31839.10,31841.30,31836.91,31701.08
1641654000,31686.83,31688.45,31685.22,31544.42
1641657600,31540.42,31540.90,31539.94,31500.45
1641661200,31496.60,31497.24,31495.96,31458.08
1641664800,31442.70,31445.41,31439.98,31288.95
1641668400,31284.47,31285.14,31283.80,31239.71
1641672000,31231.14,31232.69,31229.59,31145.50
1641675600,31138.10,31139.42,31136.79,31064.17
1641679200,31058.61,31059.50,31057.72,31003.05
1641682800,31018.50,31021.20,31015.80,31173.06
1641686400,31176.30,31176.82,31175.78,31208.66
1641690000,31218.98,31220.63,31217.34,31322.22
1641693600,31318.05,31318.85,31317.24,31276.27
1641697200,31261.25,31264.17,31258.32,31111.10
1641700800,31095.60,31098.60,31092.60,30940.70
1641704400,30931.08,30932.10,30930.05,30834.84
1641708000,30845.32,30846.43,30844.22,30950.17
1641711600,30958.83,30959.87,30957.80,31045.54
1641715200,31055.02,31056.49,31053.55,31149.88
1641718800,31147.86,31148.07,31147.65,31127.75
1641722400,31127.33,31127.39,31127.28,31123.14
1641726000,31127.85,31128.71,31126.99,31174.95
1641729600,31181.47,31182.24,31180.69,31246.63
1641733200,31248.09,31248.38,31247.81,31262.78
1641736800,31253.73,31255.51,31251.96,31163.28
1641740400,31150.59,31152.52,31148.66,31023.72
1641744000,31023.99,31024.02,31023.97,31026.73
1641747600,31031.08,31031.61,31030.55,31074.59
1641751200,31076.31,31076.61,31076.01,31093.47
1641754800,31081.03,31082.53,31079.54,30956.71
1641758400,30949.63,30951.05,30948.21,30878.82
1641762000,30882.18,30882.79,30881.56,30915.69
1641765600,30917.48,30917.82,30917.14,30935.43
1641769200,30920.88,30923.75,30918.01,30775.44
1641772800,30786.99,30789.17,30784.81,30902.55
1641776400,30891.23,30892.90,30889.56,30778.07
1641780000,30792.89,30795.81,30789.97,30941.23
1641783600,30950.45,30952.06,30948.83,31042.68
1641787200,31056.06,31058.07,31054.05,31189.96
1641790800,31176.63,31179.01,31174.26,31043.43
1641794400,31056.44,31058.81,31054.07,31186.64
1641798000,31185.26,31185.52,31184.99,31171.42
1641801600,31158.09,31160.15,31156.04,31024.86
1641805200,31016.16,31017.28,31015.05,30929.18
1641808800,30937.68,30938.95,30936.40,31022.64
1641812400,31011.36,31013.26,31009.46,30898.63
1641816000,30902.48,30903.02,30901.93,30941.00
1641819600,30939.20,30939.44,30938.95,30921.15
1641823200,30924.81,30925.18,30924.43,30961.36
1641826800,30957.71,30958.30,30957.12,30921.19
1641830400,30925.78,30926.67,30924.88,30971.60
1641834000,30962.06,30963.02,30961.10,30866.67
1641837600,30879.55,30882.08,30877.02,31008.38
1641841200,31018.94,31020.67,31017.21,31124.61
1641844800,31120.13,31120.98,31119.27,31075.30
1641848400,31072.04,31072.53,31071.56,31039.47
1641852000,31043.85,31044.71,31042.99,31087.66
1641855600,31082.74,31083.36,31082.12,31033.53
1641859200,31046.15,31047.99,31044.31,31172.41
1641862800,31178.96,31180.16,31177.75,31244.45
1641866400,31252.02,31252.83,31251.20,31327.74
1641870000,31322.88,31323.61,31322.14,31274.23
1641873600,31276.50,31276.84,31276.17,31299.23
1641877200,31288.77,31290.15,31287.39,31184.17
1641880800,31168.93,31170.60,31167.25,31016.61
1641884400,31024.79,31026.20,31023.37,31106.63
1641888000,31099.88,31101.01,31098.75,31032.34
1641891600,31022.21,31023.88,31020.54,30920.90
1641895200,30914.94,30915.88,30914.00,30855.40
1641898800,30845.12,30846.51,30843.73,30742.33
1641902400,30743.58,30743.80,30743.36,30756.11
1641906000,30768.83,30770.32,30767.34,30896.05
1641909600,30885.67,30887.61,30883.74,30781.93
1641913200,30777.29,30777.97,30776.61,30730.89
1641916800,30737.57,30738.47,30736.67,30804.40
1641920400,30791.98,30794.31,30789.65,30667.82
1641924000,30676.09,30676.93,30675.25,30758.79
1641927600,30752.14,30752.98,30751.30,30685.71
1641931200,30692.45,30693.54,30691.35,30759.82
1641934800,30747.56,30749.19,30745.94,30625.05
1641938400,30619.60,30620.40,30618.80,30565.12
1641942000,30563.45,30563.68,30563.21,30546.69
1641945600,30532.40,30534.16,30530.64,30389.53
1641949200,30389.07,30389.14,30389.01,30384.55
1641952800,30392.47,30393.82,30391.11,30471.64
1641956400,30471.87,30471.89,30471.84,30474.15
1641960000,30463.08,30464.98,30461.18,30352.39
1641963600,30363.64,30365.83,30361.44,30476.17
1641967200,30487.44,30489.44,30485.43,30600.17
1641970800,30597.74,30598.18,30597.30,30573.39
1641974400,30567.40,30568.59,30566.22,30507.56
1641978000,30498.67,30499.89,30497.45,30409.81
1641981600,30417.76,30419.02,30416.50,30497.29
1641985200,30508.19,30509.29,30507.08,30617.23
1641988800,30625.29,30626.58,30623.99,30705.89
1641992400,30703.25,30703.77,30702.73,30676.87
1641996000,30683.90,30684.75,30683.05,30754.16
1641999600,30740.01,30741.71,30738.32,30598.66
1642003200,30590.78,30591.57,30589.98,30511.93
1642006800,30508.20,30508.65,30507.76,30470.92
1642010400,30470.26,30470.32,30470.19,30463.66
1642014000,30477.00,30478.40,30475.60,30610.43
1642017600,30622.33,30624.15,30620.50,30741.30
1642021200,30736.79,30737.64,30735.93,30691.67
1642024800,30698.83,30699.99,30697.68,30770.51
1642028400,30781.01,30782.18,30779.83,30886.02
1642032000,30887.88,30888.14,30887.63,30906.52
1642035600,30913.27,30914.13,30912.41,30980.73
1642039200,30971.96,30973.51,30970.40,30884.21
1642042800,30878.40,30879.15,30877.65,30820.29
1642046400,30820.15,30820.17,30820.13,30818.74
1642050000,30806.78,30808.92,30804.64,30687.20
1642053600,30671.99,30673.70,30670.28,30519.93
1642057200,30520.13,30520.15,30520.11,30522.13
1642060800,30517.66,30518.38,30516.94,30472.98
1642064400,30486.57,30489.25,30483.89,30622.51
1642068000,30615.05,30616.42,30613.69,30540.55
1642071600,30552.05,30553.29,30550.80,30667.06
1642075200,30671.20,30671.72,30670.67,30712.60
1642078800,30706.21,30706.88,30705.54,30642.24
1642082400,30636.86,30637.42,30636.30,30583.03
1642086000,30575.11,30576.38,30573.84,30495.94
1642089600,30495.12,30495.26,30494.97,30486.85
1642093200,30475.93,30477.54,30474.33,30366.80
1642096800,30358.54,30359.60,30357.47,30275.92
1642100400,30267.98,30268.84,30267.13,30188.61
1642104000,30197.72,30199.50,30195.94,30288.84
1642107600,30275.12,30276.94,30273.30,30138.01
1642111200,30138.42,30138.50,30138.35,30142.59
1642114800,30131.91,30133.70,30130.13,30025.20
1642118400,30037.21,30039.45,30034.98,30157.37
1642122000,30146.14,30147.96,30144.32,30033.90
1642125600,30033.44,30033.50,30033.38,30028.86
1642129200,30016.42,30017.75,30015.10,29892.10
1642132800,29886.37,29887.05,29885.70,29829.13
1642136400,29827.94,29828.11,29827.77,29816.08
1642140000,29825.18,29826.49,29823.87,29916.17
1642143600,29918.97,29919.25,29918.68,29946.95
1642147200,29935.65,29937.28,29934.03,29822.70
1642150800,29832.83,29834.70,29830.95,29934.19
1642154400,29933.63,29933.72,29933.54,29928.01
1642158000,29930.09,29930.48,29929.71,29950.92
1642161600,29955.76,29956.64,29954.88,30004.10
1642165200,30016.58,30017.92,30015.23,30141.42
1642168800,30132.91,30133.97,30131.85,30047.76
1642172400,30050.86,30051.43,30050.30,30081.91
1642176000,30082.19,30082.24,30082.14,30084.97
1642179600,30091.14,30091.76,30090.52,30152.85
1642183200,30142.17,30143.25,30141.10,30035.43
1642186800,30040.60,30041.22,30039.99,30092.31
1642190400,30105.40,30107.66,30103.14,30236.36
1642194000,30235.66,30235.80,30235.52,30228.64
1642197600,30241.71,30244.18,30239.24,30372.47
1642201200,30363.84,30365.17,30362.50,30277.52
1642204800,30283.10,30283.78,30282.42,30338.88
1642208400,30324.19,30326.03,30322.35,30177.32
1642212000,30169.98,30171.29,30168.68,30096.62
1642215600,30099.19,30099.59,30098.78,30124.88
1642219200,30114.26,30115.88,30112.63,30008.05
1642222800,30000.79,30001.87,29999.71,29928.22
1642226400,29933.26,29934.09,29932.43,29983.71
1642230000,29994.75,29996.90,29992.59,30105.11
1642233600,30117.23,30119.30,30115.17,30238.52
1642237200,30232.58,30233.74,30231.43,30173.29
1642240800,30182.85,30184.44,30181.27,30278.49
1642244400,30265.94,30267.36,30264.51,30140.43
1642248000,30144.49,30145.14,30143.84,30185.05
1642251600,30194.19,30195.72,30192.67,30285.67
1642255200,30272.24,30273.86,30270.62,30138.01
1642258800,30146.11,30147.60,30144.61,30227.05
1642262400,30224.81,30225.24,30224.38,30202.40
1642266000,30208.96,30209.94,30207.97,30274.58
1642269600,30272.41,30272.79,30272.03,30250.74
1642273200,30263.05,30265.02,30261.09,30386.20
1642276800,30383.96,30384.38,30383.54,30361.58
1642280400,30360.28,30360.41,30360.15,30347.27
1642284000,30332.54,30334.86,30330.21,30185.23
1642287600,30178.37,30179.06,30177.68,30109.72
1642291200,30121.63,30122.86,30120.40,30240.77
1642294800,30237.55,30237.96,30237.15,30205.36
1642298400,30210.45,30211.17,30209.73,30261.33
1642302000,30249.81,30251.00,30248.62,30134.59
1642305600,30138.23,30138.86,30137.60,30174.60
1642309200,30181.97,30183.01,30180.92,30255.68
1642312800,30244.24,30246.44,30242.03,30129.85
1642316400,30122.52,30123.29,30121.75,30049.18
1642320000,30055.48,30056.49,30054.46,30118.48
1642323600,30128.59,30129.98,30127.21,30229.77
1642327200,30228.67,30228.79,30228.55,30217.64
1642330800,30217.64,30217.64,30217.64,30217.59
1642334400,30225.41,30226.88,30223.94,30303.67
1642338000,30310.95,30311.70,30310.20,30383.82
1642341600,30398.89,30401.09,30396.70,30549.64
1642345200,30549.44,30549.47,30549.42,30547.48
1642348800,30544.32,30544.79,30543.85,30512.78
1642352400,30506.29,30507.38,30505.19,30441.40
1642356000,30440.33,30440.47,30440.20,30429.66
1642359600,30442.17,30444.03,30440.30,30567.27
1642363200,30558.13,30559.25,30557.00,30466.69
1642366800,30465.15,30465.32,30464.98,30449.84
1642370400,30454.89,30455.54,30454.23,30505.39
1642374000,30491.00,30493.54,30488.46,30347.13
1642377600,30362.04,30364.47,30359.61,30511.23
1642381200,30499.22,30501.16,30497.28,30379.21
1642384800,30376.89,30377.14,30376.63,30353.64
1642388400,30358.90,30359.74,30358.06,30411.55
1642392000,30411.53,30411.53,30411.52,30411.31
1642395600,30401.55,30403.43,30399.67,30303.93
1642399200,30317.50,30319.37,30315.63,30453.27
1642402800,30454.83,30455.11,30454.56,30470.46
1642406400,30467.69,30467.97,30467.41,30439.94
1642410000,30429.04,30431.21,30426.88,30320.16
1642413600,30322.11,30322.46,30321.77,30341.68
1642417200,30355.10,30357.23,30352.97,30489.29
1642420800,30497.70,30498.92,30496.48,30581.86
1642424400,30594.47,30596.49,30592.45,30720.64
1642428000,30730.48,30731.74,30729.21,30828.90
1642431600,30837.39,30838.29,30836.50,30922.37
1642435200,30932.28,30933.76,30930.81,31031.46
1642438800,31019.30,31021.67,31016.93,30897.76
1642442400,30912.08,30914.66,30909.49,31055.27
1642446000,31042.25,31044.48,31040.02,30912.11
1642449600,30899.60,30900.88,30898.33,30774.62
1642453200,30780.38,30780.97,30779.79,30838.07
1642456800,30847.28,30848.35,30846.20,30939.40
1642460400,30948.98,30950.52,30947.45,31044.87
1642464000,31030.23,31032.73,31027.74,30883.95
1642467600,30898.12,30900.74,30895.49,31039.88
1642471200,31052.89,31054.69,31051.10,31183.06
1642474800,31168.63,31171.33,31165.94,31024.43
1642478400,31035.01,31037.08,31032.94,31140.88
1642482000,31155.48,31157.96,31152.99,31301.56
1642485600,31295.63,31296.57,31294.69,31236.32
1642489200,31237.40,31237.55,31237.24,31248.20
1642492800,31258.85,31260.90,31256.80,31365.36
1642496400,31357.94,31358.74,31357.14,31283.76
1642500000,31278.49,31279.51,31277.47,31225.83
1642503600,31232.65,31233.66,31231.65,31300.95
1642507200,31288.10,31289.76,31286.43,31159.59
1642510800,31144.77,31147.19,31142.34,30996.67
1642514400,30983.36,30985.19,30981.53,30850.29
1642518000,30865.00,30867.38,30862.62,31012.17
1642521600,31010.49,31010.82,31010.17,30993.71
1642525200,30996.24,30996.74,30995.74,31021.59
1642528800,31008.39,31009.97,31006.80,30876.43
1642532400,30872.28,30872.84,30871.72,30830.77
1642536000,30845.72,30848.01,30843.43,30995.28
1642539600,30989.06,30989.82,30988.31,30926.97
1642543200,30925.60,30925.81,30925.38,30911.85
1642546800,30917.56,30918.68,30916.44,30974.74
1642550400,30983.68,30985.40,30981.96,31073.13
1642554000,31083.65,31085.38,31081.92,31188.92
1642557600,31184.90,31185.69,31184.11,31144.72
1642561200,31158.04,31160.18,31155.91,31291.33
1642564800,31279.31,31281.10,31277.53,31159.23
1642568400,31168.34,31169.29,31167.39,31259.49
1642572000,31271.35,31272.86,31269.84,31390.01
1642575600,31377.57,31378.88,31376.26,31253.26
1642579200,31267.16,31268.97,31265.36,31406.22
1642582800,31412.48,31413.71,31411.26,31475.07
1642586400,31464.68,31465.76,31463.60,31360.79
1642590000,31358.88,31359.16,31358.59,31339.78
1642593600,31351.99,31353.43,31350.54,31474.12
1642597200,31471.88,31472.30,31471.46,31449.47
1642600800,31439.04,31440.53,31437.55,31334.75
1642604400,31348.85,31350.35,31347.35,31489.89
1642608000,31489.75,31489.77,31489.73,31488.30
1642611600,31502.28,31504.07,31500.49,31642.12
1642615200,31642.69,31642.76,31642.63,31648.43
1642618800,31645.02,31645.47,31644.57,31610.94
1642622400,31623.75,31625.95,31621.56,31751.90
1642626000,31749.90,31750.20,31749.61,31730.00
1642629600,31743.81,31746.34,31741.27,31881.95
1642633200,31884.69,31885.14,31884.25,31912.15
1642636800,31925.00,31927.01,31922.99,32053.63
1642640400,32064.63,32066.22,32063.04,32174.69
1642644000,32188.79,32190.83,32186.76,32329.91
1642647600,32317.43,32319.03,32315.84,32192.75
1642651200,32187.32,32187.94,32186.71,32133.04
1642654800,32140.24,32141.29,32139.20,32212.34
1642658400,32227.00,32229.87,32224.14,32373.74
1642662000,32370.40,32370.97,32369.83,32336.97
1642665600,32349.43,32351.32,32347.54,32474.09
1642669200,32475.17,32475.34,32475.00,32485.91
1642672800,32495.74,32496.87,32494.61,32594.05
1642676400,32582.33,32583.89,32580.77,32465.18
1642680000,32458.02,32458.96,32457.09,32386.50
1642683600,32378.36,32379.31,32377.42,32297.05
1642687200,32298.38,32298.62,32298.15,32311.66
1642690800,32300.76,32302.39,32299.14,32191.81
1642694400,32201.20,32202.84,32199.55,32295.14
1642698000,32291.57,32291.93,32291.21,32255.88
1642701600,32262.56,32263.67,32261.46,32329.38
1642705200,32332.31,32332.64,32331.99,32361.67
1642708800,32351.32,32353.20,32349.44,32247.82
1642712400,32244.53,32245.06,32244.00,32211.58
1642716000,32225.01,32227.32,32222.71,32359.39
1642719600,32357.33,32357.59,32357.06,32336.70
1642723200,32352.12,32353.88,32350.36,32506.41
1642726800,32503.28,32503.63,32502.93,32471.99
1642730400,32483.30,32485.35,32481.25,32596.41
1642734000,32597.84,32598.09,32597.59,32612.17
1642737600,32600.95,32602.99,32598.92,32488.84
1642741200,32484.31,32484.89,32483.74,32439.06
1642744800,32442.13,32442.59,32441.67,32472.79
1642748400,32486.31,32488.10,32484.53,32621.55
1642752000,32611.00,32612.14,32609.86,32505.50
1642755600,32507.36,32507.59,32507.14,32526.03
1642759200,32522.67,32523.23,32522.11,32489.04
1642762800,32486.20,32486.73,32485.67,32457.81
1642766400,32454.54,32455.16,32453.92,32421.90
1642770000,32422.05,32422.07,32422.04,32423.60
1642773600,32431.62,32432.43,32430.82,32511.85
1642777200,32522.36,32524.13,32520.58,32627.44
1642780800,32639.91,32641.61,32638.21,32764.61
1642784400,32754.69,32756.09,32753.30,32655.55
1642788000,32667.71,32669.42,32666.01,32789.44
1642791600,32783.49,32784.24,32782.73,32723.96
